,doc,line_id,value,entity
224,X00016469620,16,PRESSURE,O
225,X00016469620,16,SPRAYER,O
226,X00016469620,16,SX-575-1,O
227,X00016469620,16,1.5L,O
228,X00016469620,17,HC03-7,O
229,X00016469620,17,-,O
230,X00016469620,17,15,O
231,X00016469620,18,9066468,O
232,X00016469620,19,1,O
233,X00016469620,20,X,O
234,X00016469620,21,8.02,O
235,X00016469620,22,8.02,O
236,X00016469620,23,WAXCO,O
237,X00016469620,23,WINDSHILED,O
238,X00016469620,23,CLEANER,O
239,X00016469620,23,120ML,O
240,X00016469620,24,WA14-3A,O
241,X00016469620,24,-,O
242,X00016469620,24,48,O
243,X00016469620,25,9557031100236,O
244,X00016469620,26,1,O
245,X00016469620,27,X,O
246,X00016469620,28,3.02,O
247,X00016469620,29,3.02,O
248,X00016469620,30,BOPP,O
249,X00016469620,30,TAPE,O
250,X00016469620,30,48MM*100M,O
251,X00016469620,30,CLEAR,O
252,X00016469620,31,FZ-04,O
253,X00016469620,31,-,O
254,X00016469620,31,36,O
255,X00016469620,32,6935818350846,O
256,X00016469620,33,1,O
257,X00016469620,34,X,O
258,X00016469620,35,3.88,O
259,X00016469620,36,3.88,O
260,X00016469620,37,ITEM(S),O
261,X00016469620,37,:,O
262,X00016469620,37,4,O
263,X00016469620,38,QTY(S),O
264,X00016469620,38,:,O
265,X00016469620,38,4,O
266,X00016469620,39,TOTAL,O
267,X00016469620,40,RM,O
268,X00016469620,40,33.92,O
269,X00016469620,41,ROUNDING,O
270,X00016469620,41,ADJUSTMENT,O
271,X00016469620,42,-RM,O
272,X00016469620,42,0.02,O
273,X00016469620,43,TOTAL,O
274,X00016469620,43,ROUNDED,O
275,X00016469620,44,RM,O
276,X00016469620,44,33.90,total-B
277,X00016469620,45,CASH,O
278,X00016469620,46,RM,O
279,X00016469620,46,50.00,O
280,X00016469620,47,CHANGE,O
281,X00016469620,48,RM,O
282,X00016469620,48,16.10,O
283,X00016469620,49,12-01-19,date-B
284,X00016469620,49,21:13,O
285,X00016469620,49,SH01,O
286,X00016469620,49,ZK09,O
287,X00016469620,50,T4,O
288,X00016469620,50,R000027830,O
289,X00016469620,51,OPERATOR,O
290,X00016469620,51,TRAINEE,O
291,X00016469620,51,CASHIER,O
292,X00016469620,52,EXCHANGE,O
293,X00016469620,52,ARE,O
294,X00016469620,52,ALLOWED,O
295,X00016469620,52,WITHIN,O
296,X00016469620,53,7,O
297,X00016469620,53,DAYS,O
298,X00016469620,53,WITH,O
299,X00016469620,53,RECEIPT.,O
300,X00016469620,54,STRICTLY,O
301,X00016469620,54,NO,O
302,X00016469620,54,CASH,O
303,X00016469620,54,REFUND.,O
304,X00016469622,1,TAN,O
305,X00016469622,1,WOON,O
306,X00016469622,1,YANN,O
307,X00016469622,2,YONGFATT,company-B
308,X00016469622,2,ENTERPRISE,company-I
309,X00016469622,3,(JM0517726),O
310,X00016469622,4,NO,address-B
311,X00016469622,4,122.124,O
312,X00016469622,4,JALAN,address-B
313,X00016469622,4,DEDAP,address-I
314,X00016469622,4,13,address-I
315,X00016469622,5,81100,address-I
316,X00016469622,5,JOHOR,address-I
317,X00016469622,5,BAHRU,address-I
318,X00016469622,6,TEL,O
319,X00016469622,6,07-3523888,O
320,X00016469622,7,GST,O
321,X00016469622,7,ID:,O
322,X00016469622,7,000849813504,O
323,X00016469622,8,SIMPLIFIED,O
324,X00016469622,8,TAX,O
325,X00016469622,8,INVOICE,O
326,X00016469622,9,CASH,O
327,X00016469622,10,DOC,O
328,X00016469622,10,NO,address-B
329,X00016469622,11,CS00031663,O
330,X00016469622,12,DATE,O
331,X00016469622,13,25/12/2018,date-B
332,X00016469622,14,CASHIER,O
333,X00016469622,15,USER,O
334,X00016469622,16,TIME,O
335,X00016469622,17,12,O
336,X00016469622,17,31,O
337,X00016469622,17,00,O
338,X00016469622,18,SALESPERSON,O
339,X00016469622,19,REF.,O
340,X00016469622,20,ITEM,O
341,X00016469622,21,QTY,O
342,X00016469622,22,S/PRICE,O
343,X00016469622,23,AMOUNT,O
344,X00016469622,24,TAX,O
345,X00016469622,25,E8318,O
346,X00016469622,26,1,O
347,X00016469622,27,80.91,O
348,X00016469622,28,80.91,O
349,X00016469622,29,SR,O
350,X00016469622,30,ELEGANT,O
351,X00016469622,30,SCHTR,O
352,X00016469622,30,BAG,O
353,X00016469622,30,15,O
354,X00016469622,31,TOTAL,O
355,X00016469622,31,QTY,O
356,X00016469622,32,1,O
357,X00016469622,33,80.91,O
358,X00016469622,34,TOTAL,O
359,X00016469622,34,SALES,O
360,X00016469622,34,(EXCLUDING,O
361,X00016469622,34,GST),O
362,X00016469622,34,:,O
363,X00016469622,35,80.91,O
364,X00016469622,36,DISCOUNT,O
365,X00016469622,36,:,O
366,X00016469622,37,0.00,O
367,X00016469622,38,TOTAL,O
368,X00016469622,38,GST,O
369,X00016469622,38,:,O
370,X00016469622,39,0.00,O
371,X00016469622,40,ROUNDING,O
372,X00016469622,41,-0.01,O
373,X00016469622,42,TOTAL,O
374,X00016469622,42,SALES,O
375,X00016469622,42,(INCLUSIVE,O
376,X00016469622,42,OF,O
377,X00016469622,42,GST),O
378,X00016469622,42,:,O
379,X00016469622,43,80.90,total-B
380,X00016469622,44,CASH,O
381,X00016469622,44,:,O
382,X00016469622,45,100.00,O
383,X00016469622,46,CHANGE,O
384,X00016469622,46,:,O
385,X00016469622,47,19.10,O
386,X00016469622,48,GST,O
387,X00016469622,48,SUMMARY,O
388,X00016469622,49,TAX,O
389,X00016469622,49,CODE,O
390,X00016469622,50,%,O
391,X00016469622,51,AMT,O
392,X00016469622,51,(RM),O
393,X00016469622,52,TAX,O
394,X00016469622,52,(RM),O
395,X00016469622,53,SR,O
396,X00016469622,54,0,O
397,X00016469622,55,80.91,O
398,X00016469622,56,0.00,O
399,X00016469622,57,TOTAL,O
400,X00016469622,57,:,O
401,X00016469622,58,80.91,O
402,X00016469622,59,0.00,O
403,X00016469622,60,GOODS,O
404,X00016469622,60,SOLD,O
405,X00016469622,60,ARE,O
406,X00016469622,60,NOT,O
407,X00016469622,60,REFUNDABLE,O
408,X00016469622,60,ONLY,O
409,X00016469623,1,TAN,O
410,X00016469623,1,WOON,O
411,X00016469623,1,YANN,O
412,X00016469623,2,MR,company-B
413,X00016469623,2,D.I.Y.,company-I
414,X00016469623,2,(M),company-I
415,X00016469623,2,SDN,company-I
416,X00016469623,2,BHD,company-I
417,X00016469623,3,(CO.,O
418,X00016469623,3,RFG,O
419,X00016469623,3,:,O
420,X00016469623,3,860671-D),O
421,X00016469623,4,LOT,address-B
422,X00016469623,4,1851-A,address-I
423,X00016469623,4,&,address-I
424,X00016469623,4,"1851-B,",address-I
425,X00016469623,4,JALAN,address-I
426,X00016469623,4,KPB,address-I
427,X00016469623,4,"6,",address-I
428,X00016469623,5,KAWASAN,address-I
429,X00016469623,5,PERINDUSTRIAN,address-I
430,X00016469623,5,"BALAKONG,",address-I
431,X00016469623,6,43300,address-I
432,X00016469623,6,SERI,address-I
433,X00016469623,6,"KEMBANGAN,",address-I
434,X00016469623,6,SELANGOR,address-I
435,X00016469623,7,(TESCO,address-I
436,X00016469623,7,PUTRA,address-I
437,X00016469623,7,NILAI),address-I
438,X00016469623,8,-INVOICE-,O
439,X00016469623,9,KILAT,O
440,X00016469623,9,AUTO,O
441,X00016469623,9,ECO,O
442,X00016469623,9,WASH,O
443,X00016469623,9,&,address-B
444,X00016469623,9,SHINE,O
445,X00016469623,9,ES1000,O
446,X00016469623,9,1L,O
447,X00016469623,10,WA45,O
448,X00016469623,10,/2A,O
449,X00016469623,10,-,O
450,X00016469623,10,12,O
451,X00016469623,11,9555916500133,O
452,X00016469623,12,1,O
453,X00016469623,13,X,O
454,X00016469623,14,3.11,O
455,X00016469623,15,3.11,O
456,X00016469623,16,KILAT',O
457,X00016469623,16,ECO,O
458,X00016469623,16,AUTO,O
459,X00016469623,16,WASH,O
460,X00016469623,16,&WAX,O
461,X00016469623,16,EW-1000-1L,O
462,X00016469623,17,WA44-A,O
463,X00016469623,17,-,O
464,X00016469623,17,12,O
465,X00016469623,18,9555916500126,O
466,X00016469623,19,1,O
467,X00016469623,20,X,O
468,X00016469623,21,4.62,O
469,X00016469623,22,4.62,O
470,X00016469623,23,WD40,O
471,X00016469623,23,27ML,O
472,X00016469623,23,MOO,O
473,X00016469623,23,2572,O
474,X00016469623,24,WA43-A,O
475,X00016469623,24,-,O
476,X00016469623,24,24,O
477,X00016469623,25,079567600084,O
478,X00016469623,26,1,O
479,X00016469623,27,X,O
480,X00016469623,28,11.23,O
481,X00016469623,29,11.23,O
482,X00016469623,30,KLEENSO,O
483,X00016469623,30,AJAIB,O
484,X00016469623,30,99,O
485,X00016469623,30,SERAI,O
486,X00016469623,30,WANYI,O
487,X00016469623,30,900G,O
488,X00016469623,31,WDOO,O
489,X00016469623,31,-,O
490,X00016469623,31,15,O
491,X00016469623,32,9555651400385,O
492,X00016469623,33,1,O
493,X00016469623,34,X,O
494,X00016469623,35,7.45,O
495,X00016469623,36,7.45,O
496,X00016469623,37,HANDKERCHIEF,O
497,X00016469623,37,71386#2PCS,O
498,X00016469623,38,PI12PJ11-4,O
499,X00016469623,38,-,O
500,X00016469623,38,6/300,O
501,X00016469623,39,9090822,O
502,X00016469623,40,1,O
503,X00016469623,41,X,O
504,X00016469623,42,4.50,O
505,X00016469623,43,4.50,O
506,X00016469623,44,ITEM,O
507,X00016469623,44,(S),O
508,X00016469623,44,:,O
509,X00016469623,44,5,O
510,X00016469623,45,QTY(S),O
511,X00016469623,45,:,O
512,X00016469623,45,5,O
513,X00016469623,46,TOTAL,O
514,X00016469623,47,RM,O
515,X00016469623,47,30.91,O
516,X00016469623,48,ROUNDING,O
517,X00016469623,48,ADJUSTMENT,O
518,X00016469623,49,RM,O
519,X00016469623,49,0.01,O
520,X00016469623,50,TOTAL,O
521,X00016469623,50,ROUNDED,O
522,X00016469623,51,RM,O
523,X00016469623,51,30.90,total-B
524,X00016469623,52,CASH,O
525,X00016469623,53,RM,O
526,X00016469623,53,51.00,O
527,X00016469623,54,CHANGE,O
528,X00016469623,55,RM,O
529,X00016469623,55,20.10,O
530,X00016469623,56,18-11-18,date-B
531,X00016469623,56,13,O
532,X00016469623,56,:,O
533,X00016469623,56,58,O
534,X00016469623,56,SH01,O
535,X00016469623,56,ZI53,O
536,X00016469623,57,T2,O
537,X00016469623,57,R000002902,O
538,X00016469623,58,UPERATOR,O
539,X00016469623,58,TRAINEE,O
540,X00016469623,58,CASHIER,O
541,X00016469623,59,EXCHANGE,O
542,X00016469623,59,ARE,O
543,X00016469623,59,ALLOWED,O
544,X00016469623,59,WITHIN,O
545,X00016469623,60,7,O
546,X00016469623,60,DAYS,O
547,X00016469623,60,WITH,O
548,X00016469623,60,RECEIPT.,O
549,X00016469623,61,STRICTLY,O
550,X00016469623,61,NO,O
551,X00016469623,61,CASH,O
552,X00016469623,61,REFUND.,O
553,X00016469669,1,TAN,O
554,X00016469669,1,CHAY,O
555,X00016469669,1,YEE,O
556,X00016469669,2,ABC,company-B
557,X00016469669,2,HO,company-I
558,X00016469669,2,TRADING,company-I
559,X00016469669,3,"NO.2&4,JALAN",O
560,X00016469669,3,HARMONI,address-B
561,X00016469669,3,"3/2,",address-I
562,X00016469669,4,TAMAN,address-I
563,X00016469669,4,DESA,address-I
564,X00016469669,4,HARMONI.,address-I
565,X00016469669,5,81100,address-I
566,X00016469669,5,BAHRU,address-I
567,X00016469669,6,07-355,O
568,X00016469669,6,2616,O
569,X00016469669,7,CASH,O
570,X00016469669,7,BILL,O
571,X00016469669,7,:,O
572,X00016469669,8,01-143008,O
573,X00016469669,9,DATE,O
574,X00016469669,10,:,O
575,X00016469669,11,09/01/2019,date-B
576,X00016469669,11,8:01:11,O
577,X00016469669,11,PM,O
578,X00016469669,12,CASHIER,O
579,X00016469669,13,:,O
580,X00016469669,14,01,O
581,X00016469669,15,DESCRIPTION,O
582,X00016469669,16,QTY,O
583,X00016469669,17,PRICE,O
584,X00016469669,18,AMOUNT,O
585,X00016469669,19,RM,O
586,X00016469669,20,RM,O
587,X00016469669,21,PLASTIC,O
588,X00016469669,22,2,O
589,X00016469669,23,15.50,O
590,X00016469669,24,31.00,total-B
591,X00016469669,25,TOTAL,O
592,X00016469669,25,:,O
593,X00016469669,26,31.00,total-B
594,X00016469669,27,TOTAL,O
595,X00016469669,27,AMOUNT:,O
596,X00016469669,28,31.00,total-B
597,X00016469669,29,CASH,O
598,X00016469669,29,RECEIVED,O
599,X00016469669,29,:,O
600,X00016469669,30,101.00,O
601,X00016469669,31,CHANGE,O
602,X00016469669,31,:,O
603,X00016469669,32,70.00,O
604,X00016469669,33,*GOODS,O
605,X00016469669,33,SOLD,O
606,X00016469669,33,ARE,O
607,X00016469669,33,NON-REFUNDABLE*,O
608,X00016469669,34,***THANK,O
609,X00016469669,34,YOU***,O
610,X00016469669,35,***PLEASE,O
611,X00016469669,35,COME,O
612,X00016469669,35,AGAIN***,O
613,X00016469672,1,TAN,O
614,X00016469672,1,CHAY,O
615,X00016469672,1,YEE,O
616,X00016469672,2,SOON,company-B
617,X00016469672,2,HUAT,company-I
618,X00016469672,2,MACHINERY,company-I
619,X00016469672,2,ENTERPRISE,company-I
620,X00016469672,3,(JM0352019-K),O
621,X00016469672,4,NO.53,address-B
622,X00016469672,4,JALAN,address-I
623,X00016469672,4,PUTRA,address-I
624,X00016469672,4,"1,",address-I
625,X00016469672,5,TAMAN,address-I
626,X00016469672,5,"SRIPUTRA,",O
627,X00016469672,6,81200,address-B
628,X00016469672,6,BAHRU,address-I
629,X00016469672,8,TEL,O
630,X00016469672,8,:,O
631,X00016469672,8,07-5547360,O
632,X00016469672,8,/,O
633,X00016469672,8,016-7993391,O
634,X00016469672,9,FAX,O
635,X00016469672,9,:,O
636,X00016469672,9,07-5624059,O
637,X00016469672,10,SOONHUAT2000@HOTMAIL.COM,O
638,X00016469672,11,GST,O
639,X00016469672,11,ID,O
640,X00016469672,11,:,O
641,X00016469672,11,002116837376,O
642,X00016469672,12,CASH,O
643,X00016469672,12,SALES,O
644,X00016469672,13,DOC,O
645,X00016469672,13,NO.,O
646,X00016469672,14,:,O
647,X00016469672,14,CS00004040,O
648,X00016469672,15,DATE:,O
649,X00016469672,15,11/01/2019,date-B
650,X00016469672,16,CASHIER,O
651,X00016469672,17,:,O
652,X00016469672,17,USER,O
653,X00016469672,18,TIME:,O
654,X00016469672,18,09:44:00,O
655,X00016469672,19,SALESPERSON,O
656,X00016469672,19,:,O
657,X00016469672,20,REF.:,O
658,X00016469672,21,GOODS,O
659,X00016469672,21,SOLD,O
660,X00016469672,21,ARE,O
661,X00016469672,21,NOT,O
662,X00016469672,21,"RETURNABLE,",O
663,X00016469672,21,THANK,O
664,X00016469672,21,YOU.,O
665,X00016469672,22,ITEM,O
666,X00016469672,23,QTY,O
667,X00016469672,24,S/PRICE,O
668,X00016469672,25,S/PRICE,O
669,X00016469672,26,AMOUNT,O
670,X00016469672,27,TAX,O
671,X00016469672,28,1072,O
672,X00016469672,29,1,O
673,X00016469672,30,80.00,O
674,X00016469672,31,80.00,O
675,X00016469672,32,80.00,O
676,X00016469672,33,REPAIR,O
677,X00016469672,33,ENGINE,O
678,X00016469672,33,POWER,O
679,X00016469672,33,SPRAYER,O
680,X00016469672,33,(1UNIT),O
681,X00016469672,34,WORKMANSHIP,O
682,X00016469672,34,&,O
683,X00016469672,34,SERVICE,O
684,X00016469672,35,70549,O
685,X00016469672,36,1,O
686,X00016469672,37,160.00,O
687,X00016469672,38,160.00,O
688,X00016469672,39,160.00,O
689,X00016469672,40,GIANT,O
690,X00016469672,40,606,O
691,X00016469672,40,OVERFLOW,O
692,X00016469672,40,ASSY,O
693,X00016469672,41,1071,O
694,X00016469672,42,1,O
695,X00016469672,43,17.00,O
696,X00016469672,44,17.00,O
697,X00016469672,45,17.00,O
698,X00016469672,46,ENGINE,O
699,X00016469672,46,OIL,O
700,X00016469672,47,70791,O
701,X00016469672,48,1,O
702,X00016469672,49,10.00,O
703,X00016469672,50,10.00,O
704,X00016469672,51,10.00,O
705,X00016469672,52,GREASE,O
706,X00016469672,52,FOR,O
707,X00016469672,52,TOOLS,O
708,X00016469672,52,40ML,O
709,X00016469672,52,(AKODA),O
710,X00016469672,53,70637,O
711,X00016469672,54,1,O
712,X00016469672,55,6.00,O
713,X00016469672,56,6.00,O
714,X00016469672,57,6.00,O
715,X00016469672,58,EY20,O
716,X00016469672,58,PLUG,O
717,X00016469672,58,CHAMPION,O
718,X00016469672,59,1643,O
719,X00016469672,60,1,O
720,X00016469672,61,8.00,O
721,X00016469672,62,8.00,O
722,X00016469672,63,8.00,O
723,X00016469672,64,STARTER,O
724,X00016469672,64,TALI,O
725,X00016469672,65,70197,O
726,X00016469672,66,1,O
727,X00016469672,67,10.00,O
728,X00016469672,68,10.00,O
729,X00016469672,69,10.00,O
730,X00016469672,70,EY20,O
731,X00016469672,70,STARTER,O
732,X00016469672,70,HANDLE,O
733,X00016469672,71,70561,O
734,X00016469672,72,2,O
735,X00016469672,73,18.00,O
736,X00016469672,74,18.00,O
737,X00016469672,75,36.00,O
738,X00016469672,76,HD40,O
739,X00016469672,76,1L,O
740,X00016469672,76,COTIN,O
741,X00016469672,77,TOTAL,O
742,X00016469672,77,QTY:,O
743,X00016469672,78,9,O
744,X00016469672,79,327.00,total-B
745,X00016469672,80,TOTAL,O
746,X00016469672,80,SALES,O
747,X00016469672,80,:,O
748,X00016469672,81,327.00,total-B
749,X00016469672,82,DISCOUNT,O
750,X00016469672,82,:,O
751,X00016469672,83,0.00,O
752,X00016469672,84,TOTAL,O
753,X00016469672,84,:,O
754,X00016469672,85,0.00,O
755,X00016469672,86,ROUNDING,O
756,X00016469672,86,:,O
757,X00016469672,87,0.00,O
758,X00016469672,88,TOTAL,O
759,X00016469672,88,SALES,O
760,X00016469672,88,:,O
761,X00016469672,89,327.00,total-B
762,X00016469672,90,CASH,O
763,X00016469672,90,:,O
764,X00016469672,91,327.00,total-B
765,X00016469672,92,CHANGE,O
766,X00016469672,92,:,O
767,X00016469672,93,0.00,O
768,X00016469676,1,TAN,O
769,X00016469676,1,CHAY,O
770,X00016469676,1,YEE,O
771,X00016469676,2,S.H.H.,company-B
772,X00016469676,2,MOTOR,company-I
773,X00016469676,2,(SUNGAI,company-I
774,X00016469676,2,RENGIT),company-I
775,X00016469676,2,SDN.,company-I
776,X00016469676,2,BHD.,company-I
777,X00016469676,3,(801580-T),O
778,X00016469676,4,NO.,address-B
779,X00016469676,4,"343,",address-I
780,X00016469676,4,JALAN,address-I
781,X00016469676,4,"KURAU,",address-I
782,X00016469676,4,SUNGAI,address-I
783,X00016469676,4,"RENGIT,",address-I
784,X00016469676,5,81620,address-I
785,X00016469676,5,"PENGERANG,",address-I
786,X00016469676,5,JOHOR.,address-I
787,X00016469676,6,TEL:,O
788,X00016469676,6,07-8263254,O
789,X00016469676,6,FAX:,O
790,X00016469676,6,07-8266888,O
791,X00016469676,7,INVOICE,O
792,X00016469676,8,ITEM/DESC.,O
793,X00016469676,9,QTY,O
794,X00016469676,9,U.PRICE,O
795,X00016469676,9,RM(TOTAL),O
796,X00016469676,10,4132,O
797,X00016469676,11,1,O
798,X00016469676,12,20.00,total-B
799,X00016469676,13,20.00,total-I
800,X00016469676,14,CROCS,O
801,X00016469676,14,300X17,O
802,X00016469676,14,TUBES,O
803,X00016469676,15,SUB,O
804,X00016469676,15,TOTAL,O
805,X00016469676,15,:,O
806,X00016469676,16,20.00,total-B
807,X00016469676,17,ROUNDING,O
808,X00016469676,17,ADJUSTMENT,O
809,X00016469676,17,:,O
810,X00016469676,18,0.00,O
811,X00016469676,19,GRAND,O
812,X00016469676,19,TOTAL,O
813,X00016469676,19,:,O
814,X00016469676,20,20.00,total-B
815,X00016469676,21,CASH,O
816,X00016469676,21,:,O
817,X00016469676,22,20.00,total-B
