,text_lines,doc_id,line_id
192,19.10,X00016469622,47
193,GST SUMMARY,X00016469622,48
194,TAX CODE,X00016469622,49
195,%,X00016469622,50
196,AMT (RM),X00016469622,51
197,TAX (RM),X00016469622,52
198,SR,X00016469622,53
199,0,X00016469622,54
200,80.91,X00016469622,55
201,0.00,X00016469622,56
202,TOTAL :,X00016469622,57
203,80.91,X00016469622,58
204,0.00,X00016469622,59
205,GOODS SOLD ARE NOT REFUNDABLE ONLY,X00016469622,60
206,TAN WOON YANN,X00016469623,1
207,MR D.I.Y. (M) SDN BHD,X00016469623,2
208,(CO. RFG : 860671-D),X00016469623,3
209,"LOT 1851-A & 1851-B, JALAN KPB 6,",X00016469623,4
210,"KAWASAN PERINDUSTRIAN BALAKONG,",X00016469623,5
211,"43300 SERI KEMBANGAN, SELANGOR",X00016469623,6
212,(TESCO PUTRA NILAI),X00016469623,7
213,-INVOICE-,X00016469623,8
214,KILAT AUTO ECO WASH & SHINE ES1000 1L,X00016469623,9
215,WA45 /2A - 12,X00016469623,10
216,9555916500133,X00016469623,11
217,1,X00016469623,12
218,X,X00016469623,13
219,3.11,X00016469623,14
220,3.11,X00016469623,15
221,KILAT' ECO AUTO WASH &WAX EW-1000-1L,X00016469623,16
222,WA44-A - 12,X00016469623,17
223,9555916500126,X00016469623,18
224,1,X00016469623,19
225,X,X00016469623,20
226,4.62,X00016469623,21
227,4.62,X00016469623,22
228,WD40 27ML MOO 2572,X00016469623,23
229,WA43-A - 24,X00016469623,24
230,079567600084,X00016469623,25
231,1,X00016469623,26
232,X,X00016469623,27
233,11.23,X00016469623,28
234,11.23,X00016469623,29
235,KLEENSO AJAIB 99 SERAI WANYI 900G,X00016469623,30
236,WDOO - 15,X00016469623,31
237,9555651400385,X00016469623,32
238,1,X00016469623,33
239,X,X00016469623,34
240,7.45,X00016469623,35
241,7.45,X00016469623,36
242,HANDKERCHIEF 71386#2PCS,X00016469623,37
243,PI12PJ11-4 - 6/300,X00016469623,38
244,9090822,X00016469623,39
245,1,X00016469623,40
246,X,X00016469623,41
247,4.50,X00016469623,42
248,4.50,X00016469623,43
249,ITEM (S) : 5,X00016469623,44
250,QTY(S) : 5,X00016469623,45
251,TOTAL,X00016469623,46
252,RM 30.91,X00016469623,47
253,ROUNDING ADJUSTMENT,X00016469623,48
254,RM 0.01,X00016469623,49
255,TOTAL ROUNDED,X00016469623,50
256,RM 30.90,X00016469623,51
257,CASH,X00016469623,52
258,RM 51.00,X00016469623,53
259,CHANGE,X00016469623,54
260,RM 20.10,X00016469623,55
261,18-11-18 13 : 58 SH01 ZI53,X00016469623,56
262,T2 R000002902,X00016469623,57
263,UPERATOR TRAINEE CASHIER,X00016469623,58
264,EXCHANGE ARE ALLOWED WITHIN,X00016469623,59
265,7 DAYS WITH RECEIPT.,X00016469623,60
266,STRICTLY NO CASH REFUND.,X00016469623,61
267,TAN CHAY YEE,X00016469669,1
268,ABC HO TRADING,X00016469669,2
269,"NO.2&4,JALAN HARMONI 3/2,",X00016469669,3
270,TAMAN DESA HARMONI.,X00016469669,4
271,81100 JOHOR BAHRU JOHOR,X00016469669,5
272,07-355 2616,X00016469669,6
273,CASH BILL :,X00016469669,7
274,01-143008,X00016469669,8
275,DATE,X00016469669,9
276,:,X00016469669,10
277,09/01/2019 8:01:11 PM,X00016469669,11
278,CASHIER,X00016469669,12
279,:,X00016469669,13
280,01,X00016469669,14
281,DESCRIPTION,X00016469669,15
282,QTY,X00016469669,16
283,PRICE,X00016469669,17
284,AMOUNT,X00016469669,18
285,RM,X00016469669,19
286,RM,X00016469669,20
287,PLASTIC,X00016469669,21
288,2,X00016469669,22
289,15.50,X00016469669,23
290,31.00,X00016469669,24
291,TOTAL :,X00016469669,25
292,31.00,X00016469669,26
293,TOTAL AMOUNT:,X00016469669,27
294,31.00,X00016469669,28
295,CASH RECEIVED :,X00016469669,29
296,101.00,X00016469669,30
297,CHANGE :,X00016469669,31
298,70.00,X00016469669,32
299,*GOODS SOLD ARE NON-REFUNDABLE*,X00016469669,33
300,***THANK YOU***,X00016469669,34
301,***PLEASE COME AGAIN***,X00016469669,35
302,TAN CHAY YEE,X00016469672,1
303,SOON HUAT MACHINERY ENTERPRISE,X00016469672,2
304,(JM0352019-K),X00016469672,3
305,"NO.53 JALAN PUTRA 1,",X00016469672,4
306,"TAMAN SRIPUTRA,",X00016469672,5
307,81200 JOHOR BAHRU,X00016469672,6
308,JOHOR,X00016469672,7
309,TEL : 07-5547360 / 016-7993391,X00016469672,8
310,FAX : 07-5624059,X00016469672,9
311,SOONHUAT2000@HOTMAIL.COM,X00016469672,10
312,GST ID : 002116837376,X00016469672,11
313,CASH SALES,X00016469672,12
314,DOC NO.,X00016469672,13
315,: CS00004040,X00016469672,14
316,DATE: 11/01/2019,X00016469672,15
317,CASHIER,X00016469672,16
318,: USER,X00016469672,17
319,TIME: 09:44:00,X00016469672,18
320,SALESPERSON :,X00016469672,19
321,REF.:,X00016469672,20
322,"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.",X00016469672,21
323,ITEM,X00016469672,22
324,QTY,X00016469672,23
325,S/PRICE,X00016469672,24
326,S/PRICE,X00016469672,25
327,AMOUNT,X00016469672,26
328,TAX,X00016469672,27
329,1072,X00016469672,28
330,1,X00016469672,29
331,80.00,X00016469672,30
332,80.00,X00016469672,31
333,80.00,X00016469672,32
334,REPAIR ENGINE POWER SPRAYER (1UNIT),X00016469672,33
335,WORKMANSHIP & SERVICE,X00016469672,34
336,70549,X00016469672,35
337,1,X00016469672,36
338,160.00,X00016469672,37
339,160.00,X00016469672,38
340,160.00,X00016469672,39
341,GIANT 606 OVERFLOW ASSY,X00016469672,40
342,1071,X00016469672,41
343,1,X00016469672,42
344,17.00,X00016469672,43
345,17.00,X00016469672,44
346,17.00,X00016469672,45
347,ENGINE OIL,X00016469672,46
348,70791,X00016469672,47
349,1,X00016469672,48
350,10.00,X00016469672,49
351,10.00,X00016469672,50
352,10.00,X00016469672,51
353,GREASE FOR TOOLS 40ML (AKODA),X00016469672,52
354,70637,X00016469672,53
355,1,X00016469672,54
356,6.00,X00016469672,55
357,6.00,X00016469672,56
358,6.00,X00016469672,57
359,EY20 PLUG CHAMPION,X00016469672,58
360,1643,X00016469672,59
361,1,X00016469672,60
362,8.00,X00016469672,61
363,8.00,X00016469672,62
364,8.00,X00016469672,63
365,STARTER TALI,X00016469672,64
366,70197,X00016469672,65
367,1,X00016469672,66
368,10.00,X00016469672,67
369,10.00,X00016469672,68
370,10.00,X00016469672,69
371,EY20 STARTER HANDLE,X00016469672,70
372,70561,X00016469672,71
373,2,X00016469672,72
374,18.00,X00016469672,73
375,18.00,X00016469672,74
376,36.00,X00016469672,75
377,HD40 1L COTIN,X00016469672,76
378,TOTAL QTY:,X00016469672,77
379,9,X00016469672,78
380,327.00,X00016469672,79
381,TOTAL SALES :,X00016469672,80
382,327.00,X00016469672,81
383,DISCOUNT :,X00016469672,82
384,0.00,X00016469672,83
385,TOTAL :,X00016469672,84
386,0.00,X00016469672,85
387,ROUNDING :,X00016469672,86
388,0.00,X00016469672,87
389,TOTAL SALES :,X00016469672,88
390,327.00,X00016469672,89
391,CASH :,X00016469672,90
392,327.00,X00016469672,91
393,CHANGE :,X00016469672,92
394,0.00,X00016469672,93
395,TAN CHAY YEE,X00016469676,1
396,S.H.H. MOTOR (SUNGAI RENGIT) SDN. BHD.,X00016469676,2
397,(801580-T),X00016469676,3
398,"NO. 343, JALAN KURAU, SUNGAI RENGIT,",X00016469676,4
399,"81620 PENGERANG, JOHOR.",X00016469676,5
400,TEL: 07-8263254 FAX: 07-8266888,X00016469676,6
401,INVOICE,X00016469676,7
402,ITEM/DESC.,X00016469676,8
403,QTY U.PRICE RM(TOTAL),X00016469676,9
404,4132,X00016469676,10
405,1,X00016469676,11
406,20.00,X00016469676,12
407,20.00,X00016469676,13
408,CROCS 300X17 TUBES,X00016469676,14
409,SUB TOTAL :,X00016469676,15
410,20.00,X00016469676,16
411,ROUNDING ADJUSTMENT :,X00016469676,17
412,0.00,X00016469676,18
413,GRAND TOTAL :,X00016469676,19
414,20.00,X00016469676,20
415,CASH :,X00016469676,21
416,20.00,X00016469676,22
417,CHANGE :,X00016469676,23
418,0.00,X00016469676,24
419,"23-01-2019 13:14:15 PM, PRINT BY: ROOT",X00016469676,25
420,"TOKEN NO: 0, STATION ID: A1, PID: POS",X00016469676,26
421,INVOICE NO: 22497,X00016469676,27
422,THANKS YOUR SUPPORT,X00016469676,28
423,PERNIAGAAN ZHENG HUI,X51005200938,1
424,JM0325955-V,X51005200938,2
425,NO.59 JALAN PERMAS 9/5,X51005200938,3
426,BANDAR BARU PERMAS JAYA,X51005200938,4
427,81760 JOHOR BAHRU,X51005200938,5
428,TEL : 07-386 7524 FAX : 07-386 3793,X51005200938,6
429,GST NO: 000800589824,X51005200938,7
430,SIMPLIFIED TAX INVOICE,X51005200938,8
431,GOGIANT ENGINEERING (M) SDN BHD,X51005200938,9
432,RECEIPT#: CS00082662,X51005200938,10
433,SALESPERSON:,X51005200938,11
434,DATE: 12/02/2018,X51005200938,12
435,CASHIER: USER,X51005200938,13
436,TIME:08:30:00,X51005200938,14
437,(RM),X51005200938,15
438,(RM),X51005200938,16
439,ITEM,X51005200938,17
440,QTY,X51005200938,18
441,RSP,X51005200938,19
442,AMOUNT,X51005200938,20
443,8239,X51005200938,21
444,1,X51005200938,22
445,15.00,X51005200938,23
446,15.00,X51005200938,24
447,"SR: 11"" PROWESS H/DUTY SILICONE GUN G-D2",X51005200938,25
448,9555075109147,X51005200938,26
449,3,X51005200938,27
450,7.00,X51005200938,28
451,21.00,X51005200938,29
452,SR: XTRASEAL RTV ACETIC SILICONE SA-107,X51005200938,30
453,9744,X51005200938,31
454,1,X51005200938,32
455,18.00,X51005200938,33
456,18.00,X51005200938,34
457,"SR: CENTRAL PUNCH SET 3PCS - 1/4"",5/32"".1/4""",X51005200938,35
458,12525,X51005200938,36
459,1,X51005200938,37
460,50.00,X51005200938,38
461,50.00,X51005200938,39
462,"SR. 24"" MARKSMAN PIPE WRENCH",X51005200938,40
463,2016,X51005200938,41
464,3,X51005200938,42
465,0.70,X51005200938,43
466,2.10,X51005200938,44
467,SR: PVC WIRE TAPE 1PC X 7YD,X51005200938,45
468,TOT QTY:,X51005200938,46
469,9,X51005200938,47
470,106.10,X51005200938,48
471,(EXCLUDED GST) SUB TOTAL (RM) :,X51005200938,49
472,106.10,X51005200938,50
473,DISCOUNT (RM) :,X51005200938,51
474,0.00,X51005200938,52
475,TOTAL GST (RM) :,X51005200938,53
476,6.37,X51005200938,54
477,ROUNDING (RM) :,X51005200938,55
478,-0.02,X51005200938,56
479,TOTAL (RM) :,X51005200938,57
480,112.45,X51005200938,58
481,CASH :,X51005200938,59
482,112.45,X51005200938,60
483,CHANGE (RM) :,X51005200938,61
484,0.00,X51005200938,62
485,GST SUMMARY,X51005200938,63
486,TAX CODE,X51005200938,64
487,%,X51005200938,65
488,AMOUNT,X51005200938,66
489,GST,X51005200938,67
490,SR,X51005200938,68
491,6,X51005200938,69
492,106.10,X51005200938,70
493,6.37,X51005200938,71
494,TOTAL :,X51005200938,72
495,106.10,X51005200938,73
496,6.37,X51005200938,74
497,GOODS SOLD ARE NOT RETURNABLE.,X51005200938,75
498,THANK YOU.,X51005200938,76
499,1950,X51005230617,1
500,GERBANG ALAF RESTAURANTS SDN BHD,X51005230617,2
501,(65351-M),X51005230617,3
502,FORMERLY KNOWN AS,X51005230617,4
503,GOLDEN ARCHES RESTAURANTS SDN BHD,X51005230617,5
504,LICENSEE OF MCDONALD'S,X51005230617,6
505,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3",X51005230617,7
506,"NO.3, JALAN SS21/39,47400 PETALING JAYA",X51005230617,8
507,SELANGOR,X51005230617,9
508,(GST ID NO: 000504664064),X51005230617,10
509,MCDONALD'S BHP TAMAN MELAWATI(#328),X51005230617,11
510,TEL NO. 03-4162-2318,X51005230617,12
511,TAX INVOICE,X51005230617,13
512,MFY SIDE 1,X51005230617,14
513,INV# 003281900229170,X51005230617,15
514,ORD #50 -REG #19- 18/01/2018 10:27:03,X51005230617,16
515,QTY ITEM,X51005230617,17
516,2 CHICMCMUFFIN,X51005230617,18
517,1 M PORRIDGE,X51005230617,19
518,1 BM 2HOTCAKES,X51005230617,20
519,1 L COKE,X51005230617,21
520,TAKEOUT TOTAL (INCL GST),X51005230617,22
521,TOTAL ROUNDED,X51005230617,23
522,CASH TENDERED,X51005230617,24
523,CHANGE,X51005230617,25
524,TOTAL INCLUDES 6% GST,X51005230617,26
525,TOTAL,X51005230617,27
526,11.00,X51005230617,28
527,5.60,X51005230617,29
528,10.00,X51005230617,30
529,26.60,X51005230617,31
530,26.60,X51005230617,32
531,100.00,X51005230617,33
532,73.40,X51005230617,34
533,1.51,X51005230617,35
534,WE'D LOVE TO HEAR YOUR FEEDBACK,X51005230617,36
535,SIT WWW.MCDFEEDBACK.COM.MY,X51005230617,37
536,OR,X51005230617,38
537,DOWNLOAD MY MCD FEEDBACK FROM,X51005230617,39
538,GOOGLE PLAY/APP STORE,X51005230617,40
539,TO SHARE YOUR EXPERIENCE,X51005230617,41
540,THANK YOU AND PLEASE COME AGAIN.,X51005230617,42
541,CUSTOMER SERVICE HOTLINE : 03-2726-5600,X51005230617,43
542,SAM SAM TRADING CO,X51005255805,1
543,(742016-W),X51005255805,2
544,"67,JLN MEWAH 25/63 TMN SRI MUDA,",X51005255805,3
545,40400 SHAH ALAM.,X51005255805,4
546,TEL/FAX : 03-51213881,X51005255805,5
547,GST NO: 001006288896,X51005255805,6
548,TAX INVOICE,X51005255805,7
549,HE EOG UNICORN TWIN SUPER GLUE USG-99-,X51005255805,8
550,9557368063013,X51005255805,9
551,SS EZL A4 CYBER MIX COLOR PAPER 100'S8,X51005255805,10
552,2,X51005255805,11
553,008,X51005255805,12
554,1 X,X51005255805,13
555,5.20,X51005255805,14
556,5.20 S,X51005255805,15
557,1 X,X51005255805,16
558,8.90,X51005255805,17
559,8.90 S,X51005255805,18
560,INV:R000721136,X51005255805,19
561,01,X51005255805,20
562,SWH,X51005255805,21
563,WC5,X51005255805,22
564,NO. QTY:,X51005255805,23
565,: SAM SAM,X51005255805,24
566,2 NO. ITEMS:,X51005255805,25
567,CAS,X51005255805,26
568,TIME : 20:17,X51005255805,27
569,2,X51005255805,28
570,TAX AMT (S) 6%,X51005255805,29
571,GST 6%,X51005255805,30
572,TAX AMT (Z),X51005255805,31
573,GST 0%,X51005255805,32
574,TAX AMT (E) 6%,X51005255805,33
575,EXC GST 6%,X51005255805,34
576,RM 13.30,X51005255805,35
577,RM 0.80,X51005255805,36
578,RM 0.00,X51005255805,37
579,RM 0.00,X51005255805,38
580,RM 0.00,X51005255805,39
581,RM 0.00,X51005255805,40
582,TOTAL,X51005255805,41
583,RM 14.10,X51005255805,42
584,CASH,X51005255805,43
585,RM 20.00,X51005255805,44
586,CHANGE,X51005255805,45
587,RM 5.90,X51005255805,46
588,THANK YOU FOR SHOPPING,X51005255805,47
589,GOODS SOLD ARE NOT RETURNABLE.,X51005255805,48
590,"FRIDAY,",X51005255805,49
591,29-12-2017,X51005255805,50
592,0%,X51005255805,51
593,AIK HUAT HARDWARE,X51005268200,1
594,ENTERPRISE (SETIA,X51005268200,2
595,ALAM) SDN BHD,X51005268200,3
596,822737-X,X51005268200,4
597,"NO. 17-G, JALAN SETIA INDAH",X51005268200,5
598,"(X) U13/X, SETIA ALAM,",X51005268200,6
599,"SEKSYEN U13, 40170 SHAH ALAM,",X51005268200,7
600,TEL: 012 - 6651783 FAX: 03 - 33623608,X51005268200,8
601,GST NO: 000394528768,X51005268200,9
602,SIMPLIFIED TAX INVOICE,X51005268200,10
603,CASH,X51005268200,11
604,RECEIPT #: CSP0393921 DATE: 15/06/2017,X51005268200,12
605,BIG STRETCH FILM ???,X51005268200,13
606,SALESPERSON : AH002,X51005268200,14
607,TIME: 15:28:00,X51005268200,15
608,ITEM,X51005268200,16
609,QTY,X51005268200,17
610,U/P,X51005268200,18
611,(RM),X51005268200,19
612,AMOUNT,X51005268200,20
613,(RM),X51005268200,21
614,2000160000024,X51005268200,22
615,1,X51005268200,23
616,15.00,X51005268200,24
617,15.00 S,X51005268200,25
618,"20"" 1.6KG X 500MM",X51005268200,26
619,TAL QUANTITY,X51005268200,27
620,1,X51005268200,28
621,SUB-TOTAL (GST),X51005268200,29
622,15.00,X51005268200,30
623,DISC,X51005268200,31
624,0.00,X51005268200,32
625,ROUNDING,X51005268200,33
626,0.00,X51005268200,34
627,TOTAL,X51005268200,35
628,15.00,X51005268200,36
629,CASH,X51005268200,37
630,15.00,X51005268200,38
631,CHANGE,X51005268200,39
632,0.00,X51005268200,40
633,*GST @ 6% INCLUDED IN TOTAL,X51005268200,41
634,GST SUMMARY,X51005268200,42
635,CODE,X51005268200,43
636,AMOUNT,X51005268200,44
637,%,X51005268200,45
638,TAX/AMT,X51005268200,46
639,SR,X51005268200,47
640,14.15,X51005268200,48
641,6,X51005268200,49
642,0.85,X51005268200,50
643,TAX TOTAL:,X51005268200,51
644,0.85,X51005268200,52
645,"GOODS SOLD ARE NOT REFONDABLE,",X51005268200,53
646,THANK YOU FOR CHOOSING US.,X51005268200,54
647,PROVIDE ORIGINAL BILL FOR GOODS,X51005268200,55
648,EXCHANGE WITHIN 1 WEEK FROM TRANSACTION,X51005268200,56
649,GOODS MUST BE IN ORIGINAL STATE TO BE,X51005268200,57
650,ENTITLED FOR EXCHANGE.,X51005268200,58
651,HOME MASTER HARDWARE &,X51005268262,1
652,ELECTRICAL,X51005268262,2
653,"NO.113G & 115G, JALAN SETIA GEMBILANG",X51005268262,3
654,"U13/BG BANDAR SETIA ALAM,",X51005268262,4
655,"40170 BANDAR SETIA ALAM,",X51005268262,5
656,SELANGOR.,X51005268262,6
657,COMPANY REG NO. :SA03711551-P,X51005268262,7
658,GST REG NO. :001637511168,X51005268262,8
659,TAX INVOICE,X51005268262,9
660,INVOLCE NO.:,X51005268262,10
661,DATE :,X51005268262,11
662,22/12/2017 14:03,X51005268262,12
663,CASHLER # :,X51005268262,13
664,CASHIER,X51005268262,14
665,RM,X51005268262,15
666,CODE,X51005268262,16
667,24MMX7Y M.ONE TAPE,X51005268262,17
668,1.00,X51005268262,18
669,X,X51005268262,19
670,15.90,X51005268262,20
671,15.90,X51005268262,21
672,SR,X51005268262,22
673,SUBTOTAL :,X51005268262,23
674,15.90,X51005268262,24
675,TOTAL EXCL. OF GST,X51005268262,25
676,15.00,X51005268262,26
677,TOTAL INCL. OF GST,X51005268262,27
678,15.90,X51005268262,28
679,TOTAL AMT ROUNDED,X51005268262,29
680,15.90,X51005268262,30
681,PAYMENT :,X51005268262,31
682,50.00,X51005268262,32
683,CHANGE DUE :,X51005268262,33
684,34.10,X51005268262,34
685,TOTAL ITEM(S) : 1,X51005268262,35
686,G,X51005268262,36
687,AMOUNT(RM),X51005268262,37
688,TAX(RM),X51005268262,38
689,SR,X51005268262,39
690,@ 6%,X51005268262,40
691,15.00,X51005268262,41
692,0.90,X51005268262,42
693,THANK YOU,X51005268262,43
694,ANY GOODS RETURN PLEASE DO WITHIN,X51005268262,44
695,7 DAYS WITH ORIGINAL RECEIPT TQ^^,X51005268262,45
696,CS 67832,X51005268262,46
697,UMMARY,X51005268262,47
698,RESTORAN HASSANBISTRO,X51005268400,1
699,NO.2-1-1 JALAN SETIA PRIMA Q,X51005268400,2
700,U 13/Q SETIA ALAM 40170,X51005268400,3
701,SHAM ALAM,X51005268400,4
702,SELANGOR,X51005268400,5
703,TAX INVOICE,X51005268400,6
704,TERMINAL : C1,X51005268400,7
705,2017-12-28 22:17PM,X51005268400,8
706,THANK YOU.COME AGAIN,X51005268400,9
707,CASHIER,X51005268400,10
708,: HASSAN,X51005268400,11
709,0.00,X51005268400,12
710,BILL NO,X51005268400,13
711,: C1-0170778,X51005268400,14
712,RM,X51005268400,15
713,DATE,X51005268400,16
714,: 12/28/2017 10:17:32 PM,X51005268400,17
715,CHANGE,X51005268400,18
716,TOKEN,X51005268400,19
717,: CT1,X51005268400,20
718,15.00,X51005268400,21
719,TABLE,X51005268400,22
720,: CT1,X51005268400,23
721,RM,X51005268400,24
722,PR,X51005268400,25
723,QTY,X51005268400,26
724,U.PRICE,X51005268400,27
725,GST,X51005268400,28
726,TOTAL,X51005268400,29
727,MAKANAN,X51005268400,30
